ItemID,Sentiment,SentimentText
1037654,Positive,making arrangements for a possible septum piercing this summer i ve decided septum b c it is the easiest to hide haha
1037655,Positive,making bacon at 1 am yep that s me smells like mom and dads on sunday morning 
1037656,Positive,making banana bread
1037657,Positive,making banana pancakes
1037658,Positive,making beef curry
1037659,Positive,making blueberry muffins with the kid for breakfast http twitter com mommymoments statuses 1825698884
1037660,Positive,making blueberry pancakes for the famz
1037661,Positive,making bracelets is calming and distracts me from food
1037662,Positive,making breakfast and there s a lot of food it s going to be a sunny sunday
1037663,Positive,making breakfast and going for a bike ride before i attend to my responsible adult obligations mmmm cereal blackberries and sunshine 
1037664,Negative,making breakfast for me and my man cakes haha skipping church again today got to get our acts together 
1037665,Positive,making breakfast for my sister going to ky tn today
1037666,Positive,making breakfast for the kiddos
1037667,Negative,making breakfast my mommy had work 2day p i officially have a facebook but no friends 
1037668,Positive,making broccoli and cheddar soup to take to hubby s cousin she loves it and going to kade s birthday party today
1037669,Negative,making brownies and watching old grey s episodes i m going to miss george 
1037670,Positive,making brownies with allison kendall and mariana
1037671,Positive,making browniesss
1037672,Positive,making buckwheat crepes with fresh strawberry rhubarb compote smells awesome in here 
1037673,Positive,making cake
1037674,Positive,making carne guisada it smell good boy 
1037675,Positive,making chicken
1037676,Positive,making chicken curry for lunch threw in 3 huge bongo chillies
1037677,Positive,making chicken quesadillas watching gilmore girls and eventually crocheting
1037678,Negative,making chocolate brownies and carrot cake also trying to resolve an ebay issue 
1037679,Positive,making coffee using a water bottle and filter ghetto no smart
1037680,Positive,making coffee trying to roll husband out of bed and three lear old running and singing circles around me i love my life 
1037681,Positive,making cookie dough cupcakes because i m not tired man they smell so good 
1037682,Positive,making cookie sandwiches yummy 
1037683,Positive,making cookies with my dad
1037684,Negative,making croissant is very difficult i hope it turns out yummy but i am not so sure
1037685,Positive,making cupcakes and brownies
1037686,Positive,making curry rice 
1037687,Positive,making dinner basil balsamic pork chops herb butter pasta mix veg while cleaning kitchen pantry fridge kids running outside 
1037688,Positive,making dinner and getting ready for the candis cayne show at the abbey with the boys 
1037689,Positive,making dinner for my self
1037690,Positive,making dinner then gettig ready what what 
1037691,Positive,making dinner with my mom
1037692,Positive,making dinner with my son
1037693,Positive,making dinner it ll be done in 20 mins 
1037694,Positive,making dinner canning wore me out 
1037695,Positive,making dinner glad it s starting to cool down 90 is better then 100 sad to see my pimp daddy go but know he will come back to me
1037696,Negative,making dinner i dnt feel good idk whats wrong with me aww
1037697,Negative,making dinner i m really starting to realize that i don t know many recipe s
1037698,Positive,making dirt dessert
1037699,Positive,making early morning train friends fun 
1037700,Negative,making enchiladas for dinner my mom s recipe i wish she were here to make it for me 
1037701,Negative,making englisch test now 
1037702,Positive,making fettucini alfredo
1037703,Negative,making fettucini alfredo for hot lunch only have 5 orders oh well made 15 bucks for the library 
1037704,Negative,making finals is a lot harder than i thought
1037705,Positive,making flashcards for history and listening to taylor last night was fun 
1037706,Positive,making flower bracelets with mom
1037707,Positive,making food im always hungry and i hate it 
1037708,Positive,making french fries 
1037709,Positive,making french toast 
1037710,Negative,making friends with our ethiopian cab driver denver is fucking awesome 
1037711,Positive,making frozen pizza cooked all day and tired of it
1037712,Positive,making fun of my new followers the internet is so much better than high school i m never going to run out of people to laugh at now 
1037713,Negative,making graphs on excel 2008 for macs is much more complicated compared to making them on my old laptop with the old excel
1037714,Negative,making hard choices bein grown and making grown and responsible decisions que aburrido 
1037715,Positive,making home made pancakes by myself i feel so lonely
1037716,Positive,making home made slush pupies want one 6 
1037717,Positive,making homemde potato bread with sweetcorn nd onion yummy
1037718,Positive,making hot texas chili 
1037719,Positive,making it a blockbuster night 
1037720,Positive,making jello shots tonight for saturday
1037721,Negative,making labels how fun can t figure out how to get my picture changed or i just don t have time to bother haha 
1037722,Positive,making larry s birthday cake it s going to be a good one 
1037723,Positive,making last may video tonight scottymagic suggested i show some of my doodles but if you have other suggestiions me
1037724,Positive,making lime centerpieces throwing a bridal shower sleeping it s going to be a wonderfully long day 
1037725,Positive,making lists of stuff i have to do when the rain stops
1037726,Positive,making long matroshka charm necklaces i had these laying waiting to be finished for some time now
1037727,Positive,making love to joshua in the morning is the only way to start the day
1037728,Positive,making love with my doritos now
1037729,Positive,making lunch
1037730,Positive,making lunch mushroom soup mmmmmm
1037731,Negative,making mac and cheese and being poor for a little bit
1037732,Positive,making mac and cheese 
1037733,Positive,making margaritas and about to watch milk good times
1037734,Positive,making mary kay appts and taking care of a sick husband
1037735,Positive,making mashed potatoes and vegies to go with joelyrighteous s t bone steak for when he gets home
1037736,Negative,making me funky souly night ahead cos i m gonna miss the show tomorrow
1037737,Negative,making me money on autopilot visit http bit ly dk5ngu moving out and leaving wallace
1037738,Positive,making me smile its amazing how some people can do the smallest things and make you so happy 
1037739,Positive,making me something to eat
1037740,Negative,making micro channels is boring 
1037741,Negative,making mocha i hate this
1037742,Positive,making mountain pies
1037743,Positive,making muffins and watching handy manny with evelyn before heading back to boulder for startupweekend i am so cool swb09
1037744,Positive,making music as i have been lately orlando was a blast lots of memories i feel happy right now chill ready for another day 
1037745,Negative,making my baby bottles then finna take my ass 2 bed its finna be a long day 2 months without seein my babydaddy startin now
1037746,Negative,making my boyfriend look different he s cute no matter what lt 3
1037747,Positive,making my breakfast just rang work and told them i can t work for 2 weeks they should fire me probably
1037748,Negative,making my camp schedule amp missing my jgungfuguru i heard the icecream truck amp thought it was my phone so ran to get it i had no message
1037749,Positive,making my dad his first ever social networking account facebook 
1037750,Negative,making my daddy soup he doesnt feel well shelby
1037751,Positive,making my daddy s burgers literally i am happy and hungry myparentscookandfreezeitforme
1037752,Positive,making my face all pretty
1037753,Positive,making my first steps in italian with the generous help of google
1037754,Positive,making my first twitter account
1037755,Negative,making my gonococcus bacteria for bio2 ewww i need some string though and i am not about to go to the store for it laaamme
1037756,Positive,making my iphone clean again
1037757,Negative,making my mom some tea because she haz a cold and taking some oscillococcinum cuz i have a stuffy nose
1037758,Positive,making my new layout for friendster 
1037759,Positive,making my oral exam french with cleo i don t like french s i m not good at it 
1037760,Positive,making my own website haha
1037761,Positive,making my own website you tell me what song i should put on there
1037762,Negative,making my presentation for school
1037763,Negative,making my presentation for tomorrow hopefully time will go quick cos i miss him 
1037764,Positive,making my sister s wedding invites
1037765,Positive,making my speech outline for a speech on ictri and invisible children this is going to be an amazing speech to give 
1037766,Positive,making my way through the 161 e mails in my inbox powered by tea and cookies 
1037767,Positive,making my youtube video
1037768,Positive,making myself a grilled cheese sandwich quick snack before amber s graduation 
1037769,Positive,making myself a livelavalive shirt
1037770,Negative,making myself feel very sick thinking about the amount of work i have to complete today
1037771,Positive,making myself some chocolate covered strawberries
1037772,Positive,making myself some foood
1037773,Positive,making new e mail address 
1037774,Negative,making one last apple pie for my nephew before he leaves for the navy 
1037775,Positive,making pancakes extra nom with proper canadian maple syrup 
1037776,Positive,making pancakes amp blueberry maple syrup from scratch mmmmmm
1037777,Positive,making pancakes for my kiddies they are watching so they can learn for next time
1037778,Positive,making pasta with a meat and veggie maranara sauce dinner for a week
1037779,Positive,making people tap on ufc undisputed
1037780,Negative,making physics hw amp studying math
1037781,Positive,making pizza with my mom
1037782,Positive,making plans to roadtrip to nashville and the place that s quot a little dorky quot holiday world 
1037783,Positive,making popcorn
1037784,Negative,making portable code gcc cygwin and vc is near impossible mission when intensivelly using macros macro management in vc is very poor
1037785,Negative,making postcards for the mailart project on my lunchbreak and it s started to rain typical uk
1037786,Negative,making posters for school they are definitely coming along then shower and bed school in the morning blehhh
1037787,Positive,making progress on getting some press for strangelittleband com might be on public radio in the near future 
1037788,Positive,making progress on the car shopping front
1037789,Positive,making progress on the website issues hard at work this weekend here in brooklyn
1037790,Positive,making prosciutto crotinis
1037791,Positive,making ps textures
1037792,Positive,making pwetty visualisations today
1037793,Positive,making ramen then softball game
1037794,Positive,making rap videos with ppl from angola iraq afganistan portugal china amp more didn t understand every word but it was pretty cool
1037795,Positive,making ringtones 
1037796,Positive,making salsa it s yummy 
1037797,Positive,making sangria
1037798,Negative,making shepards pie and misses helena and anton
1037799,Positive,making some animations for bebo
1037800,Negative,making some betty crocker complete meals soooooo hungry from last night s drunk night 
1037801,Positive,making some calls
1037802,Positive,making some dinner ribs and spinach salad mmmmm
1037803,Positive,making some eggs with ham amp cheese jealouss ugh i really want a cigarette
1037804,Positive,laying in bed with my pride and joy my dog elvis listening to biggie trying to sleep biggie soothes my soul
1037805,Negative,laying in bed with rubi i cant stop thinking about rhymes with moo 
1037806,Negative,laying in bed with the flu 
1037807,Positive,laying in bed with the hubby playing on twitter
1037808,Negative,laying in bed in pain still i wan t to go outside 
1037809,Positive,laying in bed about 2 sleep had a blast with the one i love 2day
1037810,Negative,laying in bed contemplating if i should play ffxi to keep myself from missing a certain someone
1037811,Negative,laying in bed getting scared by the thunder and lightning 
1037812,Positive,laying in bed hopefully sleeping soon can t wait to just lay around outside alllll day tomorrow
1037813,Negative,laying in bed hungry gonna get a shot today
1037814,Negative,laying in bed menace is outside the bedroom door whining causw he normally sleeps with me i feel horrible
1037815,Negative,laying in bed my chin is hurting from the pillow i m proping it up on
1037816,Negative,laying in bed nothing to do cant sleep
1037817,Negative,laying in bed wishing i wasn t alone i want arms around me kisses passion i guess i ll have to wait til tomorrow
1037818,Negative,laying in bed my dad yelled at me for being awake apparently i have to wake up and do chores early tomorrow 
1037819,Positive,laying in bed and just came up with the idea of getting my hair done for summer time any suggestions it s just black right now 
1037820,Positive,laying in bed haha listening to cassette tapes on this awesome boombox i got for free today
1037821,Positive,laying in bed i learned something yesterday never trust fuckers
1037822,Negative,laying in bed sorest head known to man defiantly no fun carnival type thingo tomorrow no excitment but it will be fun xo
1037823,Negative,laying in bed i wish my baby was hee to read me my bedtime story
1037824,Negative,laying in bed listening to gospel music on the radio since i missed church this morning
1037825,Negative,laying in bed my feet hurt
1037826,Negative,laying in bed waiting for some medicane
1037827,Negative,laying in bed bored still in pain
1037828,Positive,laying in luscious green grass barefoot enjoying the summer wind mmm
1037829,Negative,laying in my bed and wishing his battery wasn t dead 
1037830,Positive,laying in my bed listening to slick rick
1037831,Positive,laying in my bed with my cat texting and gettin ready to barbeque
1037832,Positive,laying in my bedroom it s freezing but i love it haha
1037833,Positive,laying in the bed boreddddd looking through old cookbooks for new recipes
1037834,Negative,laying in the bed complt bordm while there s a storm that s nokd all pwr out wish i was in fl right now atleast i d be hvn fun help
1037835,Positive,laying in the bed it feels soooooo good what a long day
1037836,Positive,laying in the dark thinking of you 
1037837,Positive,laying in the grass looking at the stars at whitman college with her becca 
1037838,Positive,laying in the hammock and taking a nap
1037839,Positive,laying in the living room watching forensic files talking to my sisters the good times 
1037840,Positive,laying in the sun by the pool best feeling ever sun the end 
1037841,Positive,laying in the sun waiting for m
1037842,Positive,laying in the sun watching the kids play
1037843,Positive,laying low tonight birthday tomorrow
1037844,Negative, marsnemmo i would say quot do it quot but it s already 9 
1037845,Positive, marsroverdriver veronicamcg check mer s facebook there s another idea for getting spirit out
1037846,Positive, marssciencelab hugs for curiosity grats on the name 
1037847,Negative, marstionary i stayed all day at the computer haha and now i have a really bad cold
1037848,Positive, martagal for me it should be language used undefined
1037849,Positive, martan9 listened to the phoenix song pretty bitchin they sound french me likey 
1037850,Positive, martellhomes weather is never boring in canada eh 
1037851,Positive, martello26 awww cool im glad your going also will be nice to actually talk to people face to face
1037852,Positive, martello26 they look like a cross between motley and aerosmith lol who i iike we need fun sometimes lol
1037853,Positive, marterenee you have 2 take lots of pictures and buy me t shirts plz plz plz i ll give u money i ll let u know what shirts i want
1037854,Negative, marteyo o i knoooow where have you been you re not online too much
1037855,Positive, marteyo he drives pretty much everywhere they re going somewhere up north this time though cause my dad got a bit mad at his boss
1037856,Positive, marteyo just find amusement in it thats what i always do haha 
1037857,Negative, marteyo maybe i think it s america though but we ll see i don t think so no 
1037858,Negative, marteyo that sucks
1037859,Positive, marteyo yeah i have i m just not the smart head today i ll check it out 
1037860,Negative, marth27 seriously gt o that is horrible so sorry martha cannot believe it take care lt hugs gt 
1037861,Negative, marth27 you are sadly missed hope you will return to salem one day soon we miss quot isabella amp shaun quot not the same without you both 
1037862,Positive, martha_s is most definitely one of them now i am really going to sleep
1037863,Negative, marthacarvs
1037864,Positive, marthafdz hahaha so dont know hope in the morning and you 
1037865,Positive, marthafresh show on april 23rd pomona college
1037866,Negative, marthagonemad agreed i wish it could just be pure and easy fun 
1037867,Negative, marthamaed i wish you were there last night i missed you 
1037868,Positive, marthamommy here it is http partyblueprintsblog blogspot com enjoy and have a great weekend 
1037869,Positive, marthamurder alright thanks amiga oh yes did you see my tweet to jamie yes you did we should go it s perfect right 
1037870,Negative, marthamurder hahaha u made my day stupid report card came ugh my mom saw it
1037871,Positive, martharotter yes i bought the book i just found it amusing at the time now i d probably get him fired 
1037872,Positive, marthasomething thank you
1037873,Negative, marthastewart all my chocolate mints are dead 
1037874,Positive, marthastewart use an umbrella 
1037875,Positive, marthastewart have you heard about charice please buy her new debut single quot note to god quot available in itunes amazon you ll be amazed
1037876,Positive, marthastewart http twitpic com 6m4nv that is fantastic peonies are my favorite can t wait to buy some 
1037877,Positive, marthastewart its so beautiful
1037878,Negative, marthastewart ok i m a fan and an mso stockholder but the kindle books are way overpriced 
1037879,Positive, marthasugalski how do you like this great weather we are having 
1037880,Positive,nevermind the last tweets twitter4skype just published my attempts to remember it s command syntax 
1037881,Negative,nevermind they re coming anyway 
1037882,Positive,nevermind i m going to sleep and i will study tomorroe in the morning goodnight twitters 
1037883,Positive,nevermind i didzd its all bys myselfs 
1037884,Positive,nevermind i found a paper towel to use yay 
1037885,Positive,nevermind i just discovered that css can do drop shadows 
1037886,Positive,nevermind i m gonna sleep now gonna finish watching it later tomorrow or so bye to whoever reads this probably just future me 
1037887,Negative,nevermind my bank won t let me deposit money 
1037888,Negative,nevermind atumble looks decent but it s not free and guess what i can t fucking buy it then can i 
1037889,Positive,nevermind off to watch ellen degeneres its been ages since i saw that might tweet later have phunnn 
1037890,Positive,nevermind i found it back to nicole s present making 
1037891,Positive,nevermind found it
1037892,Positive,nevermind petewentz is coming on after the commercial break 
1037893,Positive,nevermind all hail taco cabana instead 
1037894,Negative,nevermind i had to leave it cuz the mama came i just hope he doesnt freeze 
1037895,Positive,neverr let someonee over estimate their importance in your life
1037896,Negative,neverrr eatyn chinese food agen unless im dyin of hunger
1037897,Positive,new aftereffects tutorial at aetuts create a split flap type display http bit ly 3c8aik via aetuts 
1037898,Positive,new milfshaker song http bit ly ei3zc really nice sunset video please rate and comment
1037899,Positive,new accid videos we are electric fischerspooner http bit ly nwqgk and raindrops basement jaxx http migre me 1uam no drugs 
1037900,Positive,new http sharebrain info braintalk with jordan gray you will find some kick ass graphics there pls share if ou like 
1037901,Positive,new mashable iphone app in the appstore now big fan http tinyurl com dyr6dh
1037902,Positive,new netmag has arrived
1037903,Negative,new 2 the twitter world but it won t let me up load a pic
1037904,Positive,new 365 pic up http www flickr com photos groggits 3582488610 go see it it s pretty and then look at the rest of my pics
1037905,Positive,new 365 http is gd qbcz trying my best to get back into the flow thanks for the reminder leydon
1037906,Positive,new a skylit drive cd is online
1037907,Negative,new addiction egyptian war four moca fraps left
1037908,Positive,new again heaven now i just need to get my hands on some concert tickets
1037909,Positive,new alan wake footage from e3 http tinyurl com lw36jr so exciting 
1037910,Positive,new album now on itunes go leave some reviews made my day 
1037911,Positive,new albums up on facebook more to come but i gotta get some sleep
1037912,Positive,new alex and bryan show hopefully in high quality soon http bit ly b0kid
1037913,Positive,new all time low song is amazing as expected i m so excited for the new cd
1037914,Positive,new all time low song is sweet can t wait for nothing personal
1037915,Negative,new amp but the shows cancelled i wait to use it
1037916,Negative,new app for iphone locavore http bit ly locavore2 very cool but is there a g1 version 
1037917,Positive,new application to make my life more better as a night dwelling person f lux http www stereopsis com flux eyes no longer hate screen 
1037918,Positive,laying on a couch in the warm up room dak didn t have to do any sets this morning 
1037919,Negative,laying on bed almost all day
1037920,Positive,laying on bed surrounded by revision books
1037921,Negative,laying on my bed bored
1037922,Positive,laying on my bed watching tele n eating choc 
1037923,Positive,laying on my bed chillin bed soon waiting for kait to get here so i can eat a cupcake 
1037924,Negative,laying on my friends floor trying to sleep amp wishing i had a cutie to text
1037925,Positive,laying on my sofa about to go to sleep 
1037926,Negative,laying on my stomach all day and not being able to move is super uber boring i hurt my back
1037927,Positive,laying on the beach at the carribean beach resort with ron with a flower in my hair ahh its good
1037928,Positive,laying on the beachhhh
1037929,Positive,laying on the bed ready to go get some asian takeaway
1037930,Negative,laying on the boat having a blast gotta go home tomorrow
1037931,Positive,laying on the couch holding my sleepy baby these moment are few and far between they grow up so fast
1037932,Negative,laying on the couch reading twilight trying to get rid of this 102 6 fever 
1037933,Positive,laying on the couch watching hubby play golf on the xbox 
1037934,Negative,laying on the floor in our hotel i can t sleep 
1037935,Positive,laying on the living room floor because the plug in is close for my phone lol i said i refused to be without my phone while i sleep
1037936,Negative,laying on the trampoline i feel sick
1037937,Negative,laying on tiffany bed just playing around on the computer and thinkin bout someone i miss very much 
1037938,Positive,laying out
1037939,Negative,laying out lt 3 then work
1037940,Positive,laying out allll day
1037941,Positive,laying out alllll day
1037942,Positive,laying out by my pool the water feels so nice 
1037943,Positive,laying out by the pool dane cook in less than 7 hours 
1037944,Positive,laying out by the pool 
1037945,Positive,laying out for a bit then going for a bike ride txt me if you need me 
1037946,Positive,laying out in the sun loving the beautiful weather 
1037947,Positive,laying out on my back deck and enjoying the beautiful weather
1037948,Positive,laying out soaking up the sun wow i love nashville 
1037949,Positive,laying out some rain pages working on an image comics proposal 
1037950,Positive,laying out then getting ready amp sigel s dance recital tonight lt 3 call text
1037951,Positive,laying out with mar_hylton
1037952,Positive,laying out with mini
1037953,Positive,laying out wish chelsealeigha wasn t goin to her grandparents so she could be with me ha i m gettin the hang of it 
1037954,Positive,laying out then gonna ride my bike some 
1037955,Positive,laying out getting ready then shopping 
1037956,Negative,laying out what s up in clyde tonight call the house or hit me up digitally no cell service
1037957,Positive,laying out it s not hot enough yet
1037958,Positive,laying outside with my mommmmma this sun is hot 
1037959,Positive,laying under him not sleepy at all he is tho quot im not sleep i m up quot yea right 
1037960,Negative,laying with boozer cuddling then bed we just hit a 18 pointer poor deer 
1037961,Positive,laying with my boyfriend awesome
1037962,Positive,laying with the fiancï ½
1037963,Positive,laying with the pup love when she sleeps with me
1037964,Positive,layinq in bed listeninqq to quot falls away quot by dawn richard amazing love song peep it
1037965,Negative,making some food b4 we head to the beach 1 last time
1037966,Positive,making some icons
1037967,Positive,making some naked manicotti yum and cheesy 
1037968,Positive,making some of my bath spa wax melts 
1037969,Positive,making some pancakes mmm yummy
1037970,Positive,making some raison toast mm yea and listening to some of our mixes of new songs 
1037971,Positive,making some white tea delicious
1037972,Positive,making spaghetti for dinner gunna watch black hawk down with the besties what a good night to come
1037973,Positive,making spinach ricotta tortellini from scratch wish me luck
1037974,Positive,making spinach stuffed chicken breasts corn on the cob amp mashed potatoes fb
1037975,Positive,making sponge bob cup cakes with karsyn
1037976,Positive,making supper
1037977,Positive,making supper its going to be really good cranberry chicken is the main dish
1037978,Positive,making sure to call all of my sister s and wish them each a happy mother s day 
1037979,Positive,making swiss steak over noodles and fresh broccoli mmm
1037980,Negative,making tea instead of coffee this morning doctor s orders i weep for my coffee 
1037981,Positive,making the drive back to canada so check out www pinksugardesserts com in the meantime you ll be glad you did
1037982,Negative,making the mac switch and fixing my broken itunes links at the same time 
1037983,Negative,making the realization that the itchy spots on my arms are probably poison oak
1037984,Positive,making the sisters lunch hanging out cleaning then 2 ellies 2 hang out for a bit i love summer 
1037985,Positive,making these antique copper and swarovski crystal earrings to match the cameo necklace i made for my aunt that she just adores
1037986,Positive,making this http tr im mwkc for our church picnic today then getting ready then going to go enjoy the beautiful day yay 
1037987,Negative,making toast and coffee at the moment but looking nervously at the sky doesn t lool great for today
1037988,Positive,making toast for dinner in the oven on the pizza stone with leftover antipesto pizza topping mini pizzas 
1037989,Positive,making tonight s playlist
1037990,Positive,making triangles
1037991,Positive,making triffle for breaking my fast 
1037992,Positive,making turkey cheeseburgers and spinach salad for dinner and about 25 cupcakes for dessert
1037993,Positive,making tutorials 
1037994,Negative,making tutus about 31 to make plus other orders
1037995,Positive,making up a pom routine 
1037996,Positive,making up for my lack of drinking last night 
1037997,Positive,making veggetarian chicken salad yummy
1037998,Positive,making videos for facebook with the besties want one call us
1037999,Negative,making videos on windows movie maker 
1038000,Positive,making wishes 
1038001,Positive,making yet another attempt to attend church on a sunday morning looking forward to it y all 
1038002,Positive,making yummy cinnamon buns with my grandma
1038003,Positive,making yummy yummy cupcakes
1038004,Negative,making a movie missing the laker game today
1038005,Negative,makingg youtubes with myy cousin bahaha grrrrr he s goingg to vegas
1038006,Positive,makingggg a mash up video from good ol times 
1038007,Negative,makn food out of onions 
1038008,Negative,maks is out for the night but he hasn t has a bath or his dinner yet 
1038009,Negative,malay oral exam is on thursday grr malay 
1038010,Negative,malaysia is just a place for layover not worthy of a show you re not first alex 
1038011,Negative,layla has a licking problem the sound keeps me awake when i m trying to sleep until noon 
1038012,Negative,layn in bed about to go to wrk
1038013,Positive,layout changed now looks better comments are appreciated www googleposition com
1038014,Positive,lays with salsa limon and salt and coke heaven
1038015,Positive,layyiiing down eating whippped cream frm a can
1038016,Positive,lazy sunday afternoon better get my ass in gear
1038017,Negative,lazy about updating twitter
1038018,Positive,lazy as ever destined to fail this week
1038019,Negative,lazy as shiiiiit soooo don t wanna work tomorrow
1038020,Positive,lazy day and it s soooo hot outside today
1038021,Positive,lazy day and night loves it
1038022,Negative,lazy day in is awesome but i really should go out
1038023,Negative,lazy day today can t find the motivation to do much of anything 
1038024,Positive,lazy day tomorrow so excited
1038025,Positive,lazy day yay omg so sleepy and those guys are so loud wth they ve been there since 7am and its almost 6pm 
1038026,Negative,lazy day staying off the foot as much as possible 
1038027,Negative,lazy day the weather is making me more sad 
1038028,Negative,lazy dayy not nice weather in england
1038029,Positive,lazy dayy watching korean movie cry cry cry 
1038030,Positive,lazy lass as always 
1038031,Negative,lazy me lazy inspire me to get up and clean up my desk tweeple or i ve no hope
1038032,Negative,lazy monday 7hours to go before knock off
1038033,Positive,lazy morning people just woke up
1038034,Positive,lazy night watching a movie with some cool kids
1038035,Positive,lazy on a sunday afternoon http blip fm 7dfbp
1038036,Positive,lazy rainy day slept most of it away lol
1038037,Positive,lazy saturday followed by a long weekend can t get much better than that 
1038038,Positive,lazy saturday wake up in the late morning hmm not quite as melodius as quot lazy sunday quot also maybe seeing up today not narnia
1038039,Positive,lazy sunday the lonely island yay
1038040,Positive,lazy sunday awesome day looking forward to kicking back to merlin
1038041,Negative,lazy sunday glamour bath before work hoping i have time to make stuff today since i used my only free time last night to write a paper 
1038042,Negative,lazy sunday books and sun in the park fabulous pity it s got to be an early night must be on a train at 7 30 tomorrow awesome
1038043,Positive,lazy sunday just chillin home i love days like this 
1038044,Positive,lazy sunday no bra back to bed cell on charge hopefully law amp order is on later tweeties
1038045,Negative,lazy sunday staring at the screen
1038046,Positive,lazy sunday dusted off forza motorsport 2 and will play that all day
1038047,Negative,lazy sunday don t want to start finals
1038048,Negative,lazy to cook dinner so i m in drive thru line at kfc i think everyone else had the same thought 
1038049,Positive,lazy to play wow lets play with ps
1038050,Negative,lazy hazy rainy mess of a day skyy is ill too
1038051,Positive,lazy lazy is everywhere
1038052,Negative,lazying around the pool no one here but me http mobypicture com 639j3x
1038053,Positive,lazyness on a sunday oh yeah see y all l8r
1038054,Positive,lbc reports celebrations dancing in the street in zahle 7 0 for m14 
1038055,Negative,l d love to be an artist musician painter cartoonist if only i had that much talent re http ff im 4c77n
1038056,Positive,new apps for iphone oh yeahh
1038057,Negative,new apt is finally starting to feel like home but daisy fell down the steps today
1038058,Positive,new arrival trying to sell it on twitter http twitpic com 6c0sq
1038059,Positive,new article about band called mgmt atbfm solidsyn net
1038060,Positive,new at this thing so checking everyone out right now 
1038061,Negative,new at twitter trying to find some friends 
1038062,Positive,new at twittering see how we roll
1038063,Positive,new atl song
1038064,Positive,new atl song awesome 
1038065,Positive,new audition is tonights lullabye
1038066,Positive,new avatar with my brand new joomla t shirt 
1038067,Negative,new baby doing well i will be attempting to do some more quot painting quot this weekend 
1038068,Positive,new background from my visual research folder images from web fresh look d
1038069,Positive,new background it is very cool
1038070,Positive,new background 
1038071,Positive,new background 
1038072,Positive,new batch of bbt icons http htbthomas livejournal com 220214 html
1038073,Positive,new batch of layouts you might want to see it http bit ly msh3b
1038074,Positive,new bathing suittt got christine a present the cake is in the oven
1038075,Negative,new bbq and rotisserie for father s day too bad the roast is too rare for my liking
1038076,Positive,new bbq assembled bring on the burgers 
1038077,Negative,new bears are looking great makes me want to work on mine so the color of hair we have determines the model of bear we get 
1038078,Positive,new best friend at walmart 
1038079,Positive,new betting opportunity got a hospital appointment tomorrow what will i come away with mrsa swine flu or something else 
1038080,Positive,new bgs here http s728 photobucket com albums ww283 lauraserban16 u can use them if u like
1038081,Positive,new bing nl is live why does microsoft need another new search engine google is all we need
1038082,Positive,new bird feeders starting to get used at home now
1038083,Positive,new black uniform o i win http tinyurl com mqtde4
1038084,Positive,new blag post yes it s been a while http bit ly gza8x
1038085,Negative,new blink 182 album 0n h0ld til after t0ur least hollywood
1038086,Positive,new blizzard podcast today but only 10 minutes lame 
1038087,Positive,new blog entry sourceforge a real pain in the arse uploading http tr im ni1r
1038088,Positive,new blog of poetry and souls in sync thank you for taking time to peek http reinem wordpress com 
1038089,Positive,new blog on fuzzable getting my daily smoothie go diet l 
1038090,Positive,new blog post alchemy cafe restaurant http betty thehungrygirl blogspot com
1038091,Negative,new blog post still off bike producing a training plan http 700x23 wordpress com
1038092,Positive,new blog post about the mac if anyone cares http bit ly shidm
1038093,Negative,new blog post always tired http tinyurl com n49dhg
1038094,Positive,new blog post on technology budget and redeployment includes my super secret planning tool http henrythiele blogspot com 
1038095,Positive,new blog post up http www gott3d com blog and flickr upload http www flickr com photos gott3d 
1038096,Positive,new blog post using postcrossing in school http 2cj creativeblogs net send postcards around the world and receive them back 
1038097,Positive,new blog post except i made some elementary school level grammar errors haha cleaning them up right now
1038098,Positive,malcolm gladwell might be my new man crush
1038099,Positive,malcolm in the middle gt saved by the bell yea i went there
1038100,Positive,malcolm middleton was awesome last night an fantastic album
1038101,Negative,malden i really have to pee and i m sitting in traffic
1038102,Negative,male life giver does not understand 
1038103,Negative,malfunctioning motherboard 
1038104,Positive,mali has landed safely in jozi johannesburg for all you uk folk thanks for all the prayers
1038105,Negative,malibu make me sleepy and he doesn t want to text me when i m drinking silly him maybe i ll ring you later 
1038106,Negative,malika saw me in my boxers 
1038107,Negative,mall all day with lydia and aaron spent more than i can afford no spending until next payday is it next wednesday yet 
1038108,Positive,mall and pool later possibly 
1038109,Negative,mall cops over ehh it was ok i guess this tooth ache is killing me though ugh stupid tooth 
1038110,Positive,mall day a lot of people a lot of waiting a lot of spending 
1038111,Negative,mall for prom dress but after cleaning
1038112,Positive,mall maybe uncle from san fran is in town yaaay gifts from japan i ll twitpic laterrrrrr
1038113,Positive,mall or outside or something idk whatever happens happens 
1038114,Positive,mall then power game tonight htc 
1038115,Negative,mall trip unsuccessful
1038116,Negative,mall was okay i m losing feelingsssss amp fasssst 
1038117,Positive,mall with justice today
1038118,Positive,mall with karyn 
1038119,Positive,mall with my mommy
1038120,Positive,mall with shanni and sam
1038121,Positive,mall without crutches 
1038122,Positive,mallet finger baseball finger or in my case keeper finger http bit ly joub
1038123,Positive,mallin it up
1038124,Positive,mallin it up at eight at night on a monday you wish you were this cool
1038125,Positive,mallows
1038126,Positive,malo prave buke check this video out no fun fest 2009 http bit ly 1ugau via thesonicyouth 
