ItemID,Sentiment,SentimentText
1037506,Negative,Major localized flooding on the highway on my way to work. The storm and displays of lightning were awesome until I had to drive in it 
1037507,Positive,major office spring cleaning... just in time before the summer 
1037508,Positive,Major panic this morning...pc wouldn't start!  Fixed for now tho 
1037509,Negative,"Major problem with actionscript #fisix engine is its Vector class, which conflicts with FP10's top-level Vector class. "
1037510,Negative,"Major problems at work, have to head over to the factory at rush hour. "
1037511,Negative,"Major rain, 30mph winds, hail... I guess I'm not riding my bike to work "
1037512,Negative,Major Stress  I just want to order the flipping thing. and he had better have the one I want.
1037513,Negative,MAJOR stress at just oversaving the mornings work with a flattened PSD file 
1037514,Negative,Major traffic on 35 north of Austin 
1037515,Negative,majorly angry right now 
1037516,Negative,"majorly bored  only 2 months to go till college, Whoop Whoop!!!!!!"
1037517,Negative,majorly bummed about missing tacos at the eagles. 
1037518,Positive,Majorly craving some sushi and sauteed veggies. mmmm 
1037519,Positive,Makan bersama pria2 bau kentut..  corner 
1037520,Positive,"Makarov PM, 9x18mm You currently own 31 of this item. "
1037521,Negative,Makayla is eating the cheese you eat with nachos OUT OF A STRAW. absolutely disgusting! 
1037522,Positive,Make a wish we do blinds for Windows for Kids :  loulougstp.deviantart.com/gallery/ Contact us Paypal accepted 
1037523,Positive,Make din dins for my lil bro and I 
1037524,Positive,"Make friends first, customers second! (Solved a problem with construction co. today) "
1037525,Negative,make it real easy. argh! what a waste of time 
1037526,Positive,"make it strong, shine a light and send it on "
1037527,Positive,Make me a fan sign pweeeez 
1037528,Negative,make me feel good when I hurt so bad 
1037529,Positive,Make me good god...but not yet.  I like that.
1037530,Positive,Make money from twitter  .ly/17L7yU
1037531,Negative,make music..want the new Iphone...ginger beer and plain pasta  bad mix even if the beer IS in the car
1037532,Negative,make music..want the new Iphone...ginger beer and plain pasta  bad mix even if the beer IS in the car awesome! /n5nk4f
1037533,Negative,Make shore you go to your ela teacher 
1037534,Positive,make some money on twitter my friends!    ow.ly/boNX
1037535,Positive,Make some tea and then off to bed. Girl has to get her 8 hrs sleep.  Night everyone and God bless. Until tomorrow.
1037536,Positive,Make sure the crowd is willing to catch you before you stage dive! 
1037537,Positive,Make sure to pick up the new Jonas CD today!!! 
1037538,Positive,Make sure u visit Juelz.com. I post all the stories 
1037539,Positive,"Make sure you add a few big glugs of the stuff, get it simmering and then go back to tweeting for the next hour or so "
1037540,Positive,make sure you watch this video   happymissycheerio.com/?p=4365
1037541,Positive,Make sure your following @techkast as we plan our return  still want @drbuk on it really bad.
1037542,Positive,"make sure you're following @phish if you're in need of song-by-song realtime setlist tweets... ya know, if you're into that stuff "
1037543,Positive,make that @valium_  
1037544,Negative,Make that 1.5 weeks.  These next 10 days are going to suck.  
1037545,Negative,Make that an LG Shine :-P I had too much sugar at the theaters last night. I miss Spencerrrr 
1037546,Positive,Make that forecast soundings.  My brain is going faster than my fingers.  
1037547,Negative,"Make that Harpers Island. True Blood isn't online yet, "
1037548,Positive,Make that last one 12:28am. 
1037549,Positive,Make that THREE days left in the office 
1037550,Positive,"Make that, I'm with 3 of my faveys boutta be on round 2. "
1037551,Negative,Make the rain stop! I want a sunny summer 
1037552,Negative,make tony and sean stop talking about world of warcraft 
1037553,Negative,Make up your minds people 
1037554,Positive,"Make Web, Not War - Video 1 of the Series  happyvimeo.com/4919697 #WebNotWar - Enjoy! Look out for the 2nd one with more info! "
1037555,Positive,make your life easier @jokoness   go get tweetdeck already
1037556,Positive,Make your sock become a tickle puppet. Your kids will love it. Don't get them too wound up at bedtime though 
1037557,Positive,"Make your thoughts happy, and have a happy life!  You are the only one that is in control over your own life and your own thoughts! -CB"
1037558,Positive,Make-A-Wish Mother's Day Truck Convoy is coming up! DM me for more info...spread the word! 
1037559,Negative,"Makeover my Mate fans, the site address has changed. SORRY  Please add NEW URL:  happynicolafab.blogspot.com love Nicola xxx"
1037560,Positive,Maker Faire. Yeah. Wow. Physics-Ferris-wheel funnelcake Tesla coils Adam Savage! Steampunk Exploratorium EepyBird metal and fire madness! 
1037561,Negative,"makers mark, rocks and a new castle on tap... not one thing wrong with this picture. except I am now out of drink tickets "
1037562,Positive,Makes me laugh within the first 20 seconds.  .ly/19S8ms  &quot;What is your occupation?&quot; &quot;... ... ... Bum.&quot;
1037563,Negative,"Makes me sick to think there is going to be a BNP tosser in the EU parliament, sad times "
1037564,Positive,makes some houseworks before to hang out with Mary 
1037565,Negative,Makes you wonder..  
1037566,Positive,Make-up - complete. Hair - working towards  x
1037567,Positive,makeup alley swapping 
1037568,Positive,makeup done. Now i have to take my new clothes 
1037569,Positive,make-up hall!!  yeah so excited 
1037570,Negative,Makeup looks pretty crappy today 
1037571,Negative,MAKEUP TALK  Fake EyeLAshes(ardells) SALE! @Walgreens $2.99 get them while u can!!! my walgreens were all sold out 
1037572,Negative,Make-up went good today! Lol! To bad i'm not going anywhere! 
1037573,Positive,"Makeup, check! Corset &amp; bat jewelery, check! Knee high goth boots, check! I'm ready for tonight's Mothers Anthem concert  The Parish!!! "
1037574,Positive,makin a dress 
1037575,Positive,Makin a strawberry/banana/raspberry smoothie! mmm 
1037576,Positive,makin a veggie pizza when I get home!! I make some amazing pizzas! 
1037577,Positive,Makin' another videoo 
1037578,Positive,"Makin big moves over this bridge with @megantyler11 , @lolababyyy , @ashleynicole512 , and @iamhislegend ! "
1037579,Positive,Makin cakes whilst ravin to ftsk 
1037580,Positive,Makin' cookies. Deliciousness.! 
1037581,Negative,makin dinner and missin the Boo already... she's gone to France for 6 weeks.  
1037582,Positive,"makin flashcards for my exam, watchin clear "
1037583,Negative,makin' homework. 
1037584,Positive,Makin it a Blockbuster night 
1037585,Positive,Makin me some fishsticks!!  yummy!
1037586,Positive,makin myself some coffee and im gonna go sit on the deck and watch the fog rise off the lake..everyone is asleep..gotta enjoy the silence 
1037587,Positive,makin ringtones 
1037588,Negative,Makin' rounds. Again. 50&quot; tv is in the shop. 
1037589,Positive,Makin smors at 2 in the morning! 
1037590,Positive,Makin sunday dinner. Mmmm 
1037591,Negative,makin tea an its stressin me out 
1037592,Positive,Makin the mother's day rounds... 
1037593,Positive,Makin this day count; bein productive! 
1037594,Negative,Making  tea in the new kitchen! All packed and ready to move 
1037595,Positive,Making @techdio a hearty bkfst before he heads off to golf.  
1037596,Positive,Making 2 cakes with heather 
1037597,Positive,Making 200 salt-dough stones for the school Summer Fete in two weeks... Please let the interview come through tomorrow 
1037598,Positive,Making a BackGround For Twitter 
1037599,Positive,making a B'day card for my sis and then I have a wedding card to make - and doing so in the sun  ohhh happy days!
1037600,Positive,Making a Birthday Card 
1037601,Positive,making a bland dinner. anyone want some? 
1037602,Positive,making a cake 
1037603,Positive,Making a cake  want some?
1037604,Negative,making a CD for his bro montana... my shoulder hurts. 
1037605,Positive,making a cheat sheet 
1037606,Positive,making a coffee and procrastinating 
1037607,Positive,making a couple mixes for the 3 hour drive to Chelan with my Timmay!  Enjoy the sunshine!!!
1037608,Positive,"Making a delicious artichoke, reading Pablo Neruda and hoping to move back home tomorrow... who wants to help me move? "
1037609,Positive,making a den in karens front room. feels like im 12 again. fun times 
1037610,Negative,Making a famouse cookie cake with Cassie. I miss my husband. 
1037611,Positive,"making a friendship collage for emily, woot "
1037612,Positive,making a legacy graphic 
1037613,Positive,Making a list of what to take to ROO next weekend and patiently waiting for 6 so I'll be off work 
1037614,Positive,Making a milo 
1037615,Positive,Making a move. Knowing my value. Knowing my rights. Come on and join me! 
1037616,Positive,making a movie today 
1037617,Negative,Making a new beat. Very different from my stee. I think it's going to work for who I'm making. Have to study radiographic equip... 
1037618,Positive,making a new layout/theme for my main site mianetic.net 
1037619,Positive,Making a new myspace. It's looking baaad ass  Going to put our own production on it too!
1037620,Positive,making a new track ! 
1037621,Positive,Making a new video 
1037622,Positive,"making a pause in the programming for now, going to watch house and study japanese "
1037623,Positive,making a pirates club 
1037624,Negative,making a pot of coffee &amp; relaxing before phils/flyers this afternoon! too bad i have to work @4 and miss most of the hockey game! 
1037625,Negative,making a powerpoint isn't much fun.  wish i could use garage band instead 
1037626,Negative,making a PowerPoint presentation 
1037627,Positive,Making a presentation for my brother! 
1037628,Positive,Making a presentation for one of my projects. Best part of making a project  The only real preoccupation is which background is best
1037629,Positive,Making a presentation on Metal Matrix composites !!!  Wish me Luck !!! 
1037630,Negative,Making a pros and cons list about my life right now..the cons are winning  
1037631,Positive,making a RAZDAZICAL t-shirt  (to use the full term)
1037632,Negative,making a shopping list...and a really long To-Do-List...awful 
1037633,Positive,Making a tika chicken and cheese cibatta 
1037634,Positive,making a 'to add to ipod playlist'  any song suggestions?:-&quot;
1037635,Positive,"Making a to do list for today and destroying each task one by one after I am off of work at 3, today feels good "
1037636,Positive,Making a twit 
1037637,Positive,Making a twitter video 
1037638,Positive,"making a video for facebook with steph, best idea ever! "
1037639,Positive,Making a video for youtube for work-virtual tour of a standing inventory home 
1037640,Positive,making a video of jonas brothers for youtube 
1037641,Positive,making a video shhhhh! check me on youtube  Youtube.com/user/tojodorian
1037642,Positive,Making A Video Today 
1037643,Negative,"making a video, not a vlog though  I have to wait til Tuesday to get my video camera (it's at my dads and I go there on Tuesdays)"
1037644,Positive,making a wix account for all my creations! 
1037645,Positive,Making A Youtube With Sarah... 
1037646,Positive,making a YUMMY sub mmmm 
1037647,Negative,"Making all sorts of weird faces eating chilli olives. So nice, yet so hot "
1037648,Positive,Making alu palak as per /c3hovm - a good recipe with no masala 
1037649,Positive,Making an early lunch today! Time to make salad. 
1037650,Negative,making an effort 
1037651,Positive,Making an extremely large graduation cake starting tonight...it'll be fun/stressful/tedious/tiring/awesome...good times! 
1037652,Negative,Making an iMovie of college 
1037653,Positive,Making Apple Berry PIE  Mmmmm..
1037654,Positive,making arrangements for a possible septum piercing this summer  I've decided septum b/c it is the easiest to hide. haha
1037655,Positive,"Making bacon at 1 am. Yep, that's me. smells like mom and dads on sunday morning. "
1037656,Positive,Making Banana Bread 
1037657,Positive,making banana pancakes 
1037658,Positive,making beef curry 
1037659,Positive,making blueberry muffins with the kid for breakfast   twitter.com/MommyMoments/statuses/1825698884
1037660,Positive,making blueberry pancakes for the famz 
1037661,Positive,making bracelets is calming and distracts me from food 
1037662,Positive,making breakfast - and there's a lot of food! it's going to be a sunny sunday 
1037663,Positive,"making breakfast and going for a bike ride before i attend to my responsible adult obligations. mmmm cereal, blackberries, and sunshine! "
1037664,Negative,making breakfast for me and my Man-cakes..haha.. skipping church again today  .. got to get our acts together!
1037665,Positive,Making breakfast for my sister... going to KY/TN today 
1037666,Positive,Making breakfast for the kiddos 
1037667,Negative,Making breakfast!My mommy had work 2day. :-P I officially have a facebook but no friends. 
1037668,Positive,"Making Broccoli and Cheddar Soup to take to hubby's cousin, she loves it and going to Kade's Birthday Party today "
1037669,Negative,Making brownies and watching old Grey's episodes. I'm going to miss George. 
1037670,Positive,making brownies with allison kendall and mariana 
1037671,Positive,Making browniesss 
1037672,Positive,Making buckwheat crepes with fresh strawberry rhubarb compote!  Smells awesome in here....
1037673,Positive,Making cake 
1037674,Positive,"Making carne guisada. It smell good, boy! "
1037675,Positive,making chicken 
1037676,Positive,making chicken curry for lunch - threw in 3 huge bongo chillies 
1037677,Positive,"making chicken quesadillas, watching gilmore girls, and eventually crocheting "
1037678,Negative,Making chocolate brownies and carrot cake. Also trying to resolve an Ebay issue. 
1037679,Positive,Making coffee using a water bottle and filter.. Ghetto? No... Smart 
1037680,Positive,"making coffee, trying to roll husband out of bed, and three lear old running and singing circles around me. I love my life! "
1037681,Positive,"making cookie dough cupcakes because I'm not tired, man they smell so good. "
1037682,Positive,making cookie sandwiches. yummy! 
1037683,Positive,making cookies with my dad 
1037684,Negative,making croissant is very difficult. i hope it turns out yummy but i am not so sure 
1037685,Positive,Making cupcakes and brownies 
1037686,Positive,Making Curry rice! 
1037687,Positive,"Making dinner (basil-balsamic pork chops, herb-butter pasta, mix veg) while cleaning kitchen/pantry/fridge. Kids running outside. "
1037688,Positive,making dinner and getting ready for the Candis Cayne show at the Abbey with the boys! 
1037689,Positive,Making dinner for my self 
1037690,Positive,Making dinner then gettig ready...... What what... 
1037691,Positive,Making dinner with my mom 
1037692,Positive,making dinner with my son 
1037693,Positive,making dinner! it'll be done in 20 mins. 
1037694,Positive,"Making dinner, canning wore me out. "
1037695,Positive,"Making dinner, glad it's starting to cool down. 90 is better then 100. Sad to see my pimp daddy go but know he will come back to me "
1037696,Negative,Making dinner... I dnt feel good... idk whats wrong with me... aww 
1037697,Negative,Making dinner... I'm really starting to realize that I don't know many recipe's 
1037698,Positive,Making dirt dessert 
1037699,Positive,Making early morning train friends. Fun. 
1037700,Negative,"making enchiladas for dinner! my mom's recipe, i wish she were here to make it for me.... "
1037701,Negative,making englisch test now. 
1037702,Positive,Making Fettucini Alfredo 
1037703,Negative,"Making Fettucini Alfredo for hot lunch.  Only have 5 orders.    Oh well, made $15 bucks for the library."
1037704,Negative,making finals is a lot harder than i thought 
1037705,Positive,Making flashcards for history and listening to Taylor.  Last night was fun.
1037706,Positive,Making flower bracelets with mom 
1037707,Positive,making food  im always hungry and i hate it.
1037708,Positive,Making french fries! 
1037709,Positive,making french toast! 
1037710,Negative,Making friends with our ethiopian cab driver. Denver is fucking awesome. 
1037711,Positive,making frozen pizza- cooked all day and tired of it  
1037712,Positive,Making fun of my new followers.  The Internet is so much better than high school I'm never going to run out of people to laugh at now! 
1037713,Negative,Making graphs on Excel 2008 (for Macs) is much more complicated compared to making them on my old laptop with the old Excel 
1037714,Negative,Making hard choices....  bein grown and making grown and responsible decisions. Que aburrido!!
1037715,Positive,Making home made pancakes by myself. I feel so lonely 
1037716,Positive,Making Home Made Slush Pupies  Want One (6)?
1037717,Positive,making homemde potato bread with sweetcorn nd onion yummy 
1037718,Positive,Making HOT Texas chili! 
1037719,Positive,making it a blockbuster night! 
1037720,Positive,Making jello shots tonight for Saturday 
1037721,Negative,"Making labels, how fun!  Can't figure out how to get my picture changed.  Or I just don't have time to bother haha!"
1037722,Positive,making larry's birthday cake  it's going to be a good one!
1037723,Positive,"Making last May video tonight. @scottymagic suggested I show some of my doodles, but if you have other suggestiions  me "
1037724,Positive,making lime centerpieces...throwing a bridal shower...sleeping?  It's going to be a wonderfully long day! 
1037725,Positive,making lists of stuff i have to do when the rain stops 
1037726,Positive,Making long Matroshka charm necklaces  I had these laying waiting to be finished for some time now
1037727,Positive,Making love to Joshua in the morning is the only way to start the day 
1037728,Positive,making love with my doritos now    
1037729,Positive,making lunch 
1037730,Positive,"making lunch, mushroom soup, mmmmmm "
1037731,Negative,making mac and cheese and being poor for a little bit 
1037732,Positive,Making mac and cheese. 
1037733,Positive,making margaritas and about to watch Milk. Good times 
1037734,Positive,Making Mary Kay appts. and taking care of a sick husband 
1037735,Positive,"making mashed potatoes, and vegies to go with @JoelyRighteous's t-bone steak for when he gets home "
1037736,Negative,making me funky-souly night ahead 'cos I'm gonna miss the show tomorrow 
1037737,Negative,making me money on autopilot..Visit .ly/DK5NGU ^^Moving out and leaving Wallace 
1037738,Positive,Making me smile  its amazing how some people can do the smallest things and make you so happy!
1037739,Positive,making me something to eat 
1037740,Negative,Making micro-channels is boring... 
1037741,Negative,Making mocha  i hate this
1037742,Positive,Making mountain pies 
1037743,Positive,Making muffins and watching Handy Manny with Evelyn before heading back to Boulder for #startupweekend. I am so cool.   #swb09
1037744,Positive,Making music...as I have been lately. Orlando was a blast! Lots of memories. I feel happy right now. Chill...Ready for another day! 
1037745,Negative,Making my baby bottles then finna take my ass 2 bed its finna be a long day....2 months without seein my babydaddy startin now 
1037746,Negative,Making my boyfriend look different.  He's  cute no matter what. &lt;3
1037747,Positive,making my breakfast  just rang work and told them i can't work for 2 weeks...they should fire me probably
1037748,Negative,Making my camp schedule &amp; missing my @jgungfuguru.i heard the icecream truck &amp; thought it was my phone so ran to get it.i had no message 
1037749,Positive,"making my dad his first ever social networking account,facebook! "
1037750,Negative,making my daddy soup. He doesnt feel well.  shelby 
1037751,Positive,Making my daddy's burgers literally. I am happy and hungry.  #myparentscookandfreezeitforme 
1037752,Positive,Making my face all pretty 
1037753,Positive,making my first steps in Italian... with the generous help of Google 
1037754,Positive,MAKING my first twitter account 
1037755,Negative,"making my gonococcus bacteria for bio2, ehappy i need some string though and i am not about to go to the store for it. laaamme "
1037756,Positive,Making my iPhone clean again 
1037757,Negative,Making my mom some tea because she haz a cold and taking some oscillococcinum cuz I have a stuffy nose 
1037758,Positive,Making my new layout for friendster. . 
1037759,Positive,Making my oral exam French with Cleo!! I don't like French :s I'm not good at it! 
1037760,Positive,making my own website  haha
1037761,Positive,making my own website....you tell me what song i should put on there 
1037762,Negative,Making my presentation for school 
1037763,Negative,Making my presentation for tomorrow  Hopefully time will go quick cos I miss him..
1037764,Positive,making my sister's wedding invites 
1037765,Positive,Making my speech outline for a speech on @icTRI and Invisible Children. This is going to be an amazing speech to give. 
1037766,Positive,Making my way through the 161 e-mails in my inbox powered by tea and cookies. 
1037767,Positive,making my youtube video 
1037768,Positive,Making myself a grilled cheese sandwich.. quick snack before Amber's graduation. 
1037769,Positive,making myself a livelavalive shirt 
1037770,Negative,making myself feel very sick thinking about the amount of work i have to complete today 
1037771,Positive,making myself some chocolate covered strawberries 
1037772,Positive,making myself some foood 
1037773,Positive,Making new e-mail address. 
1037774,Negative,making one last apple pie for my nephew before he leaves for the navy. 
1037775,Positive,Making pancakes - extra nom with proper Canadian maple syrup! 
1037776,Positive,making pancakes &amp; blueberry maple syrup from scratch....mmmmmm 
1037777,Positive,Making pancakes for my kiddies! They are watching so they can learn for next time 
1037778,Positive,Making pasta with a meat and veggie maranara sauce ... Dinner for a week 
1037779,Positive,Making People Tap On UFC Undisputed 
1037780,Negative,making physics hw &amp;studying math 
1037781,Positive,making pizza with my mom 
1037782,Positive,making plans to roadtrip to Nashville and the place that's &quot;a little dorky&quot;....Holiday World! 
1037783,Positive,Making popcorn 
1037784,Negative,"making portable code (gcc, cygwin and VC) is near impossible mission when intensivelly using macros ! macro management in VC is very poor "
1037785,Negative,Making postcards for the #mailart project on my lunchbreak and it's started to rain  typical UK
1037786,Negative,making posters for school... they are definitely coming along!.. then shower and bed!! school in the morning... blehhh 
1037787,Positive,Making progress on getting some press for strangelittleband.com . Might be on public radio in the near future. 
1037788,Positive,Making progress on the car shopping front 
1037789,Positive,Making progress on the website issues.  Hard at work this weekend here in Brooklyn 
1037790,Positive,Making prosciutto crotinis 
1037791,Positive,making ps textures 
1037792,Positive,Making pwetty visualisations today 
1037793,Positive,Making ramen then softball game 
1037794,Positive,"making rap videos with ppl from angola, iraq, afganistan, portugal, china &amp; more...didn't understand every word but it was pretty cool "
1037795,Positive,Making ringtones. 
1037796,Positive,Making salsa  it's yummy.
1037797,Positive,Making Sangria 
1037798,Negative,Making Shepards Pie and misses Helena and Anton 
1037799,Positive,making some animations for bebo 
1037800,Negative,Making some betty crocker Complete meals. Soooooo hungry from last night's drunk night.  
1037801,Positive,making some calls 
1037802,Positive,Making some dinner. Ribs and Spinach Salad. MMMMM 
1037803,Positive,making some eggs with ham &amp; cheese  jealouss? ugh.. i really want a cigarette
1037804,Positive,laying in bed with my pride and joy (my dog elvis) listening to Biggie trying to sleep. Biggie soothes my soul 
1037805,Negative,laying in bed with rubi. i cant stop thinking about... (rhymes with moo.) 
1037806,Negative,laying in bed with the flu. 
1037807,Positive,laying in bed with the hubby playing on twitter 
1037808,Negative,"laying in bed,  in pain still  I wan't to go outside!!!"
1037809,Positive,"laying in bed, about 2 sleep! had a blast with the one I love 2day "
1037810,Negative,"Laying in bed, contemplating if I should play ffxi to keep myself from missing a certain someone "
1037811,Negative,"Laying in bed, getting scared by the thunder and lightning. "
1037812,Positive,"laying in bed, hopefully sleeping soon. can't wait to just lay around OUTSIDE alllll day tomorrow  "
1037813,Negative,"Laying in bed, hungry. Gonna get a shot today "
1037814,Negative,"Laying in bed, Menace is outside the bedroom door whining causw he normally sleeps with me. I feel horrible "
1037815,Negative,"Laying in bed, my chin is hurting from the pillow I'm proping it up on "
1037816,Negative,"laying in bed, nothing to do! cant sleep "
1037817,Negative,"Laying in bed, wishing I wasn't alone. I want arms around me, kisses, passion.... I guess I'll have to wait til tomorrow "
1037818,Negative,Laying in bed.  my dad yelled at me for being awake. Apparently i have to wake up and do chores early tomorrow. 
1037819,Positive,Laying in bed. And just came up with the idea of getting my hair done for summer-time! Any suggestions? It's just black right now. 
1037820,Positive,Laying in bed. Haha. Listening to cassette tapes on this awesome boombox i got for free today 
1037821,Positive,Laying In Bed. I learned Something Yesterday  never trust fuckers
1037822,Negative,"Laying in bed.. sorest head known to man  Defiantly no fun! Carnival type thingo tomorrow, no excitment but it will be fun, Xo"
1037823,Negative,Laying in bed... I wish my baby was hee to read me my bedtime story 
1037824,Negative,Laying in bed... Listening to gospel music on the radio since I missed church this morning 
1037825,Negative,laying in bed... my feet hurt 
1037826,Negative,Laying in bed... Waiting for some medicane 
1037827,Negative,laying in bed...bored...still in pain 
1037828,Positive,"Laying in luscious green grass, barefoot, enjoying the summer wind.  mmm"
1037829,Negative,Laying in my bed and wishing his battery wasn't dead. . 
1037830,Positive,Laying in my bed listening to Slick Rick 
1037831,Positive,Laying in my bed with my cat texting and gettin ready to barbeque 
1037832,Positive,"laying in my bedroom  it's freezing, but i love it .. haha"
1037833,Positive,Laying in the bed boreddddd looking through old cookbooks for new recipes 
1037834,Negative,"Laying in the bed CoMPLT BoRDM while there's a storm, that's nokd all pwr out~ wish I was in FL right now... Atleast I'd be hvn fun  help"
1037835,Positive,laying in the bed. it feels soooooo good. what a long day 
1037836,Positive,Laying in the dark thinking of you. 
1037837,Positive,laying in the grass looking at the stars at whitman college with her becca!! 
1037838,Positive,Laying in the hammock and taking a nap 
1037839,Positive,Laying in the Living Room... Watching Forensic Files... Talking to my Sisters!!!  The Good Times!!!
1037840,Positive,Laying in the sun by the pool.  best feeling ever=sun. the end.
1037841,Positive,Laying in the sun waiting for M 
1037842,Positive,Laying in the sun....watching the kids play 
1037843,Positive,"laying low tonight, birthday tomorrow "
1037844,Negative,@marsnemmo I would say &quot; do it&quot; but it's already 9.  
1037845,Positive,"@marsroverdriver @VeronicaMcG check MER's Facebook, there's another idea  for getting Spirit out "
1037846,Positive,@MarsScienceLab *hugs for Curiosity*  grats on the name!
1037847,Negative,@Marstionary i stayed all day at the computer haha... and now i have a really bad cold 
1037848,Positive,@MartaGal for me it should be Language used = undefined 
1037849,Positive,@martan9 listened to the phoenix song. pretty bitchin'. they sound french. me likey. 
1037850,Positive,"@martellhomes weather is never boring in Canada, eh? "
1037851,Positive,@Martello26 awww cool Im glad your going also  will be nice to actually talk to people face to face 
1037852,Positive,@Martello26 they look like a cross between motley and aerosmith lol who I Iike  we need fun sometimes lol
1037853,Positive,"@marterenee You have 2 take LOTS of pictures and buy me t-shirts, plz, plz, plz. I'll give u money, i'll let u know what shirts i want "
1037854,Negative,@marteyo :O i knoooow! where have you been?! you're not online too much 
1037855,Positive,@marteyo He drives pretty much everywhere. They're going somewhere up north this time though cause my dad got a bit mad at his boss 
1037856,Positive,@marteyo just find amusement in it  thats what i always do. haha.
1037857,Negative,"@marteyo maybe. i think it's america though. but we'll see.  i don't think so, no!"
1037858,Negative,@marteyo that sucks 
1037859,Positive,"@marteyo yeah, I have  I'm just not the smart head today -.- I'll check it out !"
1037860,Negative,@Marth27 seriously!? &gt;:o !!!!!!!!   That is horrible! So sorry Martha!   Cannot believe it!!! Take care! &lt;HUGS&gt;
1037861,Negative,"@Marth27 You are sadly missed, hope you will return to Salem one day soon. We miss &quot;Isabella &amp; Shaun&quot;, not the same without you both! "
1037862,Positive,@martha_s is most definitely one of them.... now I am really going to sleep 
1037863,Negative,@marthacarvs 
1037864,Positive,"@marthafdz hahaha so,dont know,HOPE! in the morning, and you? "
1037865,Positive,@marthaFRESH show on april 23rd...pomona college 
1037866,Negative,@marthagoneMAD  agreed. I wish it could just be pure and easy fun.
1037867,Negative,@marthamaed I wish you were there last night  I missed you!
1037868,Positive,"@marthamommy  Here it is. http://partyblueprintsblog.blogspot.com  Enjoy, and have a great weekend!  "
1037869,Positive,"@marthamurder Alright! Thanks, amiga! Oh, YES. Did you see my tweet to Jamie? Yes. You did. We should go!  It's perfect right?!"
1037870,Negative,@marthamurder hahaha. U made my day! Stupid report card came! Ugh. My mom saw it 
1037871,Positive,"@martharotter Yes, I bought the book. I just found it amusing at the time, now I'd probably get him fired. "
1037872,Positive,@MarthaSomething thank you 
1037873,Negative,@MarthaStewart  All my chocolate mints are dead. 
1037874,Positive,@MarthaStewart  use an umbrella? 
1037875,Positive,@MarthaStewart have you heard about Charice? please buy her new debut single &quot;Note To God&quot; available in itunes/amazon.you'll be amazed 
1037876,Positive,@marthastewart http://twitpic.com/6m4nv - That is fantastic! Peonies are my favorite! Can't wait to buy some! 
1037877,Positive,@MarthaStewart its so beautiful 
1037878,Negative,"@MarthaStewart Ok, I'm a fan, and an MSO stockholder, but the Kindle books are WAY overpriced.  "
1037879,Positive,@MarthaSugalski  How do you like this great weather we are having... 
1037880,Positive,nevermind the last tweets - twitter4skype just published my attempts to remember it's command syntax... 
1037881,Negative,Nevermind they're coming anyway. 
1037882,Positive,Nevermind! I'm going to sleep and I will study tomorroe in the morning! Goodnight twitters! 
1037883,Positive,"nevermind, i didzd its all bys myselfs. "
1037884,Positive,"Nevermind, I found a paper towel to use! Yay! "
1037885,Positive,"nevermind, I just discovered that css can do drop shadows. "
1037886,Positive,"nevermind, i'm gonna sleep now. gonna finish watching it later tomorrow or so. bye to whoever reads this  (probably just future me)"
1037887,Negative,"Nevermind, my bank won't let me deposit money. "
1037888,Negative,"Nevermind. aTumble looks decent. But it's not free. And guess what. I can't fucking buy it then, can I? "
1037889,Positive,Nevermind. Off to watch Ellen Degeneres. Its been ages since I saw that! Might tweet later. Have phunnn! 
1037890,Positive,Nevermind..  I found it. Back to Nicole's present-making!! 
1037891,Positive,nevermind.. found it 
1037892,Positive,Nevermind..... @petewentz is coming on after the commercial break. 
1037893,Positive,Nevermind....all hail Taco Cabana instead! 
1037894,Negative,Nevermind.I had to leave it cuz the mama came.i just hope he doesnt freeze.  
1037895,Positive,neverr let someonee over-ESTiMATE their ( importance ) in your life 
1037896,Negative,neverrr eatyn chinese food agen  unless im dyin of hunger
1037897,Positive,New #AfterEffects #Tutorial at Aetuts+: Create a Split-Flap Type Display .ly/3c8aik (via @AETUTS) 
1037898,Positive,"new #MILFShaker song: .ly/ei3Zc really nice sunset video, please  rate and comment "
1037899,Positive,New (accid) videos: 'We Are Electric' (FISCHERSPOONER) .ly/NwQGK and 'Raindrops' (BASEMENT JAXX) http://migre.me/1Uam No drugs! 
1037900,Positive,new  http://sharebrain.info : Braintalk with Jordan Gray (you will find some kick ass graphics there   *pls share if ou like*
1037901,Positive,new @mashable iphone app in the appstore now... big fan  /dyr6dh
1037902,Positive,new @netmag has arrived 
1037903,Negative,New 2 the twitter world but it won't let me up load a pic 
1037904,Positive,"new 365 pic up: http://happyflickr.com/photos/groggits/3582488610/ go see it, it's pretty  - and then look at the rest of my pics "
1037905,Positive,"New 365: http://is.gd/QBcz Trying my best to get back into the flow, thanks for the reminder @leydon "
1037906,Positive,New a skylit drive CD is online 
1037907,Negative,new addiction- egyptian war! Four moca fraps left 
1037908,Positive,new again = heaven...now i just need to get my hands on some concert tickets 
1037909,Positive,New Alan Wake footage from E3! /lw36jr So exciting! 
1037910,Positive,new album now on itunes  go leave some reviews! made my day!
1037911,Positive,"New Albums up on Facebook!! More to come, but I gotta get some sleep "
1037912,Positive,NEW ALEX AND BRYAN SHOW!!!!!!!  Hopefully in high quality soon! .ly/B0kiD
1037913,Positive,new all time low song is amazing (as expected) I'm so excited for the new cd 
